,unnamed: 0,customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,month
125,125,BM92346,California,3919.366722,Yes,Extended,High School or Below,2011-01-05,Employed,F,66676,Suburban,Married,97,0.0,40,0.0,1,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small,,1
126,126,TE60343,,4716.264294,,Basic,High School or Below,2011-02-25,Employed,M,25746,Suburban,Married,61,0.0,84,1.0,3,Corporate Auto,Corporate L3,Offer2,Agent,292.8,Four-Door Car,Medsize,A,2
127,127,RU75949,Oregon,12332.51669,No,Basic,College,2011-02-28,Employed,M,85789,Rural,Married,105,18.0,54,2.0,2,Personal Auto,Personal L1,Offer1,Agent,122.302824,Sports Car,Medsize,,2
128,128,PP35705,California,35862.99324,No,Extended,High School or Below,2011-02-26,Medical Leave,M,26376,Suburban,Divorced,121,7.0,19,0.0,2,Personal Auto,Personal L3,Offer1,Agent,580.8,SUV,Small,,2
129,129,ZM45168,Oregon,2398.354197,No,Basic,College,2011-02-14,Disabled,M,14321,Suburban,Single,65,20.0,72,0.0,1,Personal Auto,Personal L2,Offer1,Branch,423.823547,Four-Door Car,Medsize,A,2
130,130,SH93005,California,6005.847375,Yes,Extended,College,2011-02-23,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,,2
131,131,QK24293,,6265.343299,,Extended,Doctor,2011-01-13,Unemployed,F,0,Suburban,Married,84,18.0,25,1.0,4,Corporate Auto,Corporate L1,Offer1,Agent,481.025786,Four-Door Car,Medsize,,1
132,132,CJ72056,California,8013.895125,No,Basic,Bachelor,2011-01-17,Employed,M,65636,Suburban,Married,67,15.0,72,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,321.6,Four-Door Car,Medsize,,1
133,133,ZY20779,Washington,4979.079933,No,Basic,High School or Below,2011-01-29,Unemployed,M,0,Suburban,Single,71,17.0,57,0.0,5,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medsize,,1
134,134,BP28492,Arizona,4834.710493,Yes,Basic,College,2011-01-31,Employed,F,38713,Suburban,Divorced,66,31.0,69,4.0,6,Corporate Auto,Corporate L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,A,1
135,135,AN67558,Nevada,3288.209809,No,Basic,College,2011-01-16,Unemployed,M,0,Suburban,Single,102,16.0,1,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,734.4,SUV,Large,,1
136,136,ZJ90079,Arizona,5525.470004,No,Basic,College,2011-02-01,Employed,F,64816,Suburban,Married,69,30.0,33,0.0,7,Corporate Auto,Corporate L2,Offer3,Agent,331.2,Four-Door Car,Small,,2
137,137,GS85403,Washington,9031.214859,Yes,Extended,Master,2011-02-23,Unemployed,F,0,Suburban,Single,122,15.0,47,0.0,9,Corporate Auto,Corporate L2,Offer1,Branch,650.52179,Sports Car,Medsize,A,2
138,138,SK95364,California,4620.390087,No,Extended,College,2011-02-26,Unemployed,F,0,Suburban,Single,130,11.0,0,0.0,1,Personal Auto,Personal L2,Offer3,Agent,936.0,SUV,Medsize,A,2
139,139,UI80897,Washington,5552.596353,No,Basic,High School or Below,2011-02-27,Employed,M,50470,Suburban,Divorced,71,1.0,87,0.0,8,Corporate Auto,Corporate L2,Offer4,Call Center,377.498287,Two-Door Car,Large,A,2
140,140,OJ65428,Nevada,3842.028065,No,Premium,College,2011-01-19,Disabled,M,27906,Suburban,Divorced,102,5.0,57,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,489.6,Four-Door Car,Medsize,,1
141,141,WP64059,California,5093.379714,No,Basic,Bachelor,2011-01-06,Employed,F,91814,Urban,Married,63,30.0,99,0.0,3,Personal Auto,Personal L1,Offer3,Call Center,167.037619,Two-Door Car,Medsize,A,1
142,142,IP52990,Oregon,16794.31422,No,Basic,High School or Below,2011-02-24,Employed,F,38399,Urban,Married,106,12.0,6,0.0,2,Personal Auto,Personal L3,Offer2,Web,368.890904,SUV,Medsize,A,2
143,143,VF36700,Oregon,24278.10167,No,Extended,Master,2011-02-26,Retired,F,20983,Urban,Single,97,10.0,52,1.0,2,Personal Auto,Personal L2,Offer1,Branch,451.751555,Four-Door Car,Medsize,A,2
144,144,NR16284,California,7462.926263,Yes,Extended,College,2011-01-28,Employed,F,70263,Rural,Married,93,30.0,66,0.0,5,Personal Auto,Personal L3,Offer2,Call Center,7.345946,Two-Door Car,Small,A,1
145,145,AB13432,California,3735.838129,No,Basic,Bachelor,2011-01-04,Unemployed,M,0,Suburban,Single,110,3.0,16,0.0,1,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medsize,,1
146,146,XX53620,Oregon,2891.272351,No,Basic,Bachelor,2011-02-02,Employed,F,80590,Rural,Married,71,4.0,19,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,134.158389,Four-Door Car,Small,A,2
147,147,AZ38648,Washington,11981.98481,Yes,Basic,Master,2011-01-20,Retired,F,21514,Urban,Married,62,0.0,59,0.0,2,Personal Auto,Personal L3,Offer1,Agent,257.248789,Two-Door Car,Medsize,,1
148,148,HB24005,California,2347.048112,No,Basic,College,2011-02-02,Employed,M,31617,Urban,Single,62,17.0,29,1.0,1,Personal Auto,Personal L1,Offer1,Agent,244.269407,,,A,2
149,149,AV76907,Oregon,4282.947971,Yes,Basic,College,2011-02-26,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,,2
150,150,ER97256,Arizona,5380.898636,Yes,Basic,College,2011-02-24,Employed,F,55350,Suburban,Married,67,0.0,13,0.0,9,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,,2
151,151,CJ97736,Oregon,5828.1822,No,Basic,College,2011-02-16,Employed,F,31364,Suburban,Married,74,28.0,47,0.0,3,Personal Auto,Personal L3,Offer2,Web,461.269135,Four-Door Car,Small,,2
152,152,AZ64856,California,5048.051359,No,Extended,High School or Below,2011-02-17,Employed,F,34452,Suburban,Married,126,2.0,51,0.0,1,Personal Auto,Personal L1,Offer4,Agent,604.8,SUV,Large,A,2
153,153,SA88518,Oregon,7737.265103,No,Basic,College,2011-01-19,Employed,F,50296,Rural,Married,65,26.0,62,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,46.804,Two-Door Car,Medsize,A,1
154,154,ED61615,California,7950.178237,No,Basic,High School or Below,2011-01-21,Employed,M,26189,Suburban,Single,69,6.0,42,0.0,2,Personal Auto,Personal L2,Offer3,Agent,331.2,Four-Door Car,Small,,1
155,155,JG35886,,4111.888285,,Premium,College,2011-01-21,Employed,F,65085,Urban,Married,103,20.0,55,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,480.073548,Four-Door Car,Medsize,A,1
156,156,MW48891,Washington,8007.399376,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,A,1
157,157,DB26077,Arizona,4873.436612,No,Extended,High School or Below,2011-01-05,Retired,F,18866,Suburban,Married,126,4.0,62,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,604.8,SUV,Medsize,,1
158,158,RL31641,Oregon,2252.416825,No,Basic,College,2011-01-29,Unemployed,F,0,Suburban,Single,65,13.0,84,0.0,1,Personal Auto,Personal L3,Offer3,Web,468.0,Two-Door Car,Medsize,,1
159,159,KX55910,Oregon,4957.033603,No,Basic,College,2011-01-15,Employed,F,62803,Suburban,Married,62,16.0,12,0.0,5,Personal Auto,Personal L3,Offer2,Web,400.959425,Two-Door Car,Small,A,1
160,160,PJ86059,Oregon,2655.864573,No,Basic,High School or Below,2011-01-04,Employed,F,83460,Suburban,Divorced,66,20.0,18,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,443.44552,Four-Door Car,Medsize,,1
161,161,QB47024,Washington,5898.733666,No,Extended,Bachelor,2011-02-17,Employed,F,53998,Suburban,Divorced,78,5.0,38,5.0,8,Personal Auto,Personal L3,Offer1,Call Center,414.519064,Four-Door Car,Medsize,A,2
162,162,LG64797,California,17723.76398,No,Extended,College,2011-02-18,Employed,F,25771,Suburban,Married,222,21.0,58,0.0,4,Personal Auto,Personal L1,Offer1,Branch,1253.984948,Luxury SUV,Medsize,,2
163,163,TP34946,California,5108.038755,No,Basic,College,2011-01-09,Disabled,M,26784,Suburban,Married,67,14.0,82,0.0,8,Corporate Auto,Corporate L3,Offer3,Branch,482.4,,,,1
164,164,OO63074,California,4517.908834,No,Basic,Bachelor,2011-02-09,Medical Leave,F,25261,Suburban,Married,118,31.0,9,0.0,1,Personal Auto,Personal L3,Offer4,Branch,566.4,SUV,Medsize,,2
165,165,JL70559,Arizona,5310.861767,No,Basic,College,2011-02-02,Unemployed,F,0,Suburban,Married,72,17.0,11,1.0,3,Personal Auto,Personal L1,Offer1,Branch,345.6,Four-Door Car,Small,A,2
166,166,TW73441,Nevada,2773.455358,No,Basic,High School or Below,2011-01-26,Employed,F,73478,Urban,Married,68,2.0,38,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,241.88878,Four-Door Car,Medsize,A,1
167,167,PZ47901,Arizona,5504.139033,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,0,Suburban,Married,73,18.0,45,0.0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medsize,A,2
168,168,FV22585,,6960.920371,,Extended,College,2011-02-04,Employed,M,74487,Rural,Divorced,88,8.0,86,0.0,3,Personal Auto,Personal L1,Offer1,Call Center,16.711329,Four-Door Car,Medsize,,2
169,169,AU23837,,5010.37931,,Basic,Bachelor,2011-01-19,Employed,F,64014,Urban,Single,63,,27,,7,Corporate Auto,Corporate L3,Offer1,Agent,295.871784,Four-Door Car,Large,A,1
170,170,YN39714,Oregon,8488.561363,No,Basic,High School or Below,2011-01-04,Employed,F,80213,Suburban,Married,70,12.0,17,0.0,2,Personal Auto,Personal L3,Offer1,Branch,440.268527,Two-Door Car,Medsize,,1
171,171,HX74855,Washington,2471.528431,Yes,Basic,High School or Below,2011-01-15,Employed,M,95697,Rural,Married,61,16.0,55,0.0,1,Personal Auto,Personal L3,Offer2,Agent,114.273025,Two-Door Car,Medsize,A,1
172,172,ME44353,Oregon,5876.054314,No,Basic,College,2011-02-09,Employed,F,32848,Urban,Married,74,,59,,5,Personal Auto,Personal L2,Offer3,Call Center,250.454012,Four-Door Car,Medsize,,2
173,173,CV40610,California,12313.16484,No,Premium,College,2011-01-17,Unemployed,M,0,Suburban,Single,116,7.0,57,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,835.2,Two-Door Car,Medsize,A,1
174,174,MV69686,Oregon,3982.180708,No,Extended,Doctor,2011-01-03,Employed,F,38500,Urban,Married,99,26.0,49,1.0,1,Corporate Auto,Corporate L2,Offer1,Agent,423.286512,Four-Door Car,Large,A,1
175,175,IB67546,California,8237.037945,No,Basic,Bachelor,2011-01-17,Medical Leave,F,23940,Suburban,Married,107,13.0,34,0.0,7,Personal Auto,Personal L3,Offer1,Call Center,513.6,SUV,Small,A,1
176,176,AV93209,California,12487.58095,No,Premium,High School or Below,2011-01-11,Employed,F,31283,Suburban,Married,104,,3,,2,Personal Auto,Personal L3,Offer1,Agent,499.2,Four-Door Car,Medsize,,1
177,177,OZ41737,Oregon,5366.779081,No,Basic,Doctor,2011-02-22,Unemployed,F,0,Urban,Married,70,5.0,29,0.0,4,Personal Auto,Personal L2,Offer1,Agent,223.174067,Four-Door Car,Large,,2
178,178,QQ39596,Arizona,2517.533581,No,Basic,College,2011-02-26,Unemployed,F,0,Rural,Married,69,,71,,1,Personal Auto,Personal L3,Offer2,Call Center,42.096415,Four-Door Car,Medsize,,2
179,179,DQ19343,California,5583.068307,No,Basic,High School or Below,2011-02-22,Employed,F,57925,Urban,Single,72,33.0,13,1.0,3,Corporate Auto,Corporate L2,Offer1,Agent,204.620759,Two-Door Car,Medsize,,2
180,180,IG89777,California,7356.559341,No,Extended,High School or Below,2011-01-09,Employed,M,81145,Urban,Married,92,34.0,92,0.0,8,Corporate Auto,Corporate L2,Offer2,Call Center,321.060571,Two-Door Car,Large,A,1
181,181,SH48087,California,10144.3094,No,Extended,College,2011-01-29,Medical Leave,F,27231,Suburban,Married,88,0.0,7,0.0,2,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Medsize,,1
182,182,FL82372,Oregon,8672.194272,No,Basic,College,2011-01-26,Employed,F,22547,Suburban,Divorced,112,7.0,60,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,Medsize,A,1
183,183,WJ57919,California,2674.730716,Yes,Basic,College,2011-02-15,Employed,M,56342,Suburban,Single,69,12.0,89,0.0,1,Special Auto,Special L3,Offer2,Call Center,331.2,Four-Door Car,Small,,2
184,184,CI60365,California,34611.37896,Yes,Basic,High School or Below,2011-01-14,Employed,F,20090,Suburban,Married,109,10.0,59,0.0,2,Special Auto,Special L3,Offer2,Agent,523.2,Sports Car,Medsize,,1
185,185,DR84620,California,8071.334962,No,Basic,Bachelor,2011-02-07,Employed,M,72149,Rural,Married,101,18.0,43,0.0,6,Personal Auto,Personal L2,Offer2,Call Center,69.310166,SUV,Medsize,A,2
186,186,BG42047,Nevada,2511.944048,No,Basic,College,2011-01-15,Medical Leave,M,17658,Suburban,Married,65,10.0,44,0.0,1,Personal Auto,Personal L3,Offer3,Web,312.0,,,A,1
187,187,AF41118,California,7255.714453,No,Extended,College,2011-01-05,Medical Leave,M,10710,Suburban,Married,94,12.0,33,0.0,7,Personal Auto,Personal L2,Offer1,Branch,451.2,Two-Door Car,Small,,1
188,188,QQ25666,Arizona,14510.7505,No,Basic,High School or Below,2011-01-25,Employed,M,60120,Urban,Married,182,30.0,21,0.0,6,Personal Auto,Personal L3,Offer2,Branch,716.469391,Luxury Car,Medsize,A,1
189,189,OK31456,California,11009.13049,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,1358.4,Luxury Car,Medsize,,1
190,190,VZ18907,,21991.61598,,Basic,College,2011-01-12,Employed,F,80807,Rural,Married,109,1.0,73,0.0,2,Personal Auto,Personal L3,Offer2,Branch,132.139111,SUV,Large,,1
191,191,YU79270,Arizona,4633.336334,No,Basic,College,2011-01-15,Medical Leave,M,27132,Suburban,Single,63,32.0,59,1.0,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize,A,1
192,192,WK18603,California,5272.518472,No,Basic,Doctor,2011-02-18,Employed,M,85607,Rural,Single,66,26.0,1,0.0,3,Personal Auto,Personal L2,Offer2,Agent,67.647131,Four-Door Car,Medsize,,2
193,193,JK90180,Arizona,4340.086445,No,Basic,College,2011-01-06,Unemployed,M,0,Suburban,Single,62,22.0,39,0.0,6,Personal Auto,Personal L2,Offer3,Branch,446.4,Four-Door Car,Medsize,,1
194,194,KC22636,California,5488.931031,No,Basic,High School or Below,2011-02-17,Employed,F,33881,Rural,Married,68,11.0,83,0.0,9,Personal Auto,Personal L3,Offer2,Web,65.659137,Four-Door Car,Large,A,2
195,195,SO43919,California,14228.23432,No,Extended,Bachelor,2011-01-16,Employed,M,31650,Suburban,Married,121,25.0,17,0.0,2,Personal Auto,Personal L3,Offer1,Branch,580.8,SUV,Medsize,A,1
196,196,NE29938,California,12840.43291,No,Extended,College,2011-02-03,Unemployed,F,0,Suburban,Single,90,1.0,94,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,648.0,Two-Door Car,Large,,2
197,197,WW30771,Arizona,2673.319593,No,Basic,Master,2011-02-13,Employed,M,28728,Suburban,Married,67,8.0,10,0.0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Small,A,2
198,198,BL29046,Oregon,5332.462694,Yes,Basic,Doctor,2011-02-22,Employed,F,68931,Urban,Married,66,32.0,30,0.0,7,Corporate Auto,Corporate L2,Offer2,Branch,309.577946,Four-Door Car,Medsize,A,2
199,199,LN50325,Arizona,10064.60828,No,Extended,High School or Below,2011-02-03,Employed,F,20440,Suburban,Married,128,11.0,54,2.0,9,Corporate Auto,Corporate L3,Offer3,Branch,614.4,Sports Car,Medsize,A,2
200,200,TL43709,Washington,8972.140307,No,Basic,Bachelor,2011-01-27,Employed,M,89689,Rural,Divorced,74,,4,,2,Personal Auto,Personal L3,Offer1,Branch,136.829537,Four-Door Car,Large,A,1
201,201,VQ65197,California,8197.197078,No,Basic,College,2011-01-06,Unemployed,F,0,Suburban,Married,110,27.0,87,0.0,3,Personal Auto,Personal L3,Offer2,Agent,528.0,SUV,Medsize,,1
202,202,VQ97965,Oregon,3514.212939,No,Extended,Bachelor,2011-02-23,Employed,F,73643,Rural,Single,89,2.0,2,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,147.486454,Four-Door Car,Medsize,,2
203,203,SZ70655,California,4293.009593,No,Basic,College,2011-01-31,Unemployed,F,0,Suburban,Single,61,18.0,15,0.0,8,Corporate Auto,Corporate L3,Offer1,Agent,292.8,Two-Door Car,Large,A,1
204,204,QP69826,Arizona,3567.503755,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,660.430456,SUV,Medsize,A,1
205,205,YZ19736,Arizona,2580.849899,Yes,Basic,College,2011-02-09,Employed,M,46900,Suburban,Married,66,13.0,59,0.0,1,Personal Auto,Personal L2,Offer2,Web,316.8,,,A,2
206,206,CP92616,Nevada,46805.22306,No,Extended,High School or Below,2011-02-25,Employed,M,83006,Urban,Married,235,8.0,61,1.0,2,Personal Auto,Personal L1,Offer3,Agent,1065.049894,Luxury SUV,Small,,2
207,207,NX37589,Washington,2666.976685,No,Basic,Bachelor,2011-02-08,Employed,F,79251,Suburban,Married,67,10.0,32,1.0,1,Personal Auto,Personal L3,Offer2,Web,321.6,Four-Door Car,Medsize,,2
208,208,UT21323,California,13057.01188,No,Basic,College,2011-02-13,Unemployed,M,0,Suburban,Single,190,9.0,67,0.0,7,Personal Auto,Personal L3,Offer3,Branch,1833.182529,Luxury SUV,Small,,2
209,209,CM78608,California,5823.162917,No,Basic,High School or Below,2011-01-31,Employed,F,88359,Rural,Divorced,73,1.0,49,0.0,9,Personal Auto,Personal L3,Offer2,Call Center,35.915639,Two-Door Car,Medsize,A,1
210,210,GU41198,California,9536.338382,No,Extended,Bachelor,2011-01-07,Employed,F,62421,Suburban,Divorced,80,22.0,50,2.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,384.0,Four-Door Car,Medsize,,1
211,211,YB42706,Nevada,8107.26533,No,Extended,College,2011-01-23,Unemployed,M,0,Suburban,Married,76,0.0,91,0.0,2,Corporate Auto,Corporate L1,Offer3,Branch,364.8,Two-Door Car,Small,,1
212,212,UX91266,California,3484.141641,No,Extended,Bachelor,2011-01-10,Employed,M,34307,Rural,Divorced,92,33.0,62,2.0,1,Personal Auto,Personal L3,Offer1,Call Center,186.025014,Four-Door Car,Medsize,A,1
213,213,WO53546,Oregon,34039.05613,No,Basic,College,2011-01-28,Unemployed,M,0,Suburban,Divorced,104,26.0,66,0.0,2,Personal Auto,Personal L3,Offer2,Agent,499.2,Sports Car,Medsize,A,1
214,214,ZX85480,Washington,7995.441263,No,Basic,High School or Below,2011-01-02,Employed,F,66685,Rural,Married,67,35.0,50,2.0,2,Personal Auto,Personal L2,Offer2,Call Center,38.763897,Two-Door Car,Large,A,1
215,215,NS57426,Arizona,11611.94584,No,Extended,Bachelor,2011-02-11,Employed,M,28915,Suburban,Single,76,10.0,49,0.0,2,Personal Auto,Personal L3,Offer4,Web,364.8,Four-Door Car,Medsize,,2
216,216,QJ22057,Nevada,4454.104455,No,Basic,College,2011-02-22,Unemployed,F,0,Suburban,Single,68,5.0,72,1.0,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Large,A,2
217,217,FZ79470,Arizona,5395.346288,No,Basic,Bachelor,2011-02-24,Unemployed,F,0,Suburban,Married,74,13.0,30,0.0,4,Personal Auto,Personal L2,Offer3,Web,355.2,Four-Door Car,Medsize,A,2
218,218,EM29019,Arizona,8447.888167,No,Basic,Bachelor,2011-02-18,Employed,F,61337,Rural,Married,105,35.0,46,0.0,9,Personal Auto,Personal L2,Offer1,Call Center,2.54009,SUV,Medsize,,2
219,219,VE64781,Arizona,2927.07045,No,Basic,Bachelor,2011-02-14,Employed,F,75685,Suburban,Married,73,35.0,47,0.0,1,Personal Auto,Personal L3,Offer2,Agent,369.918482,Four-Door Car,Small,A,2
220,220,ZS94723,Arizona,2960.029328,No,Extended,High School or Below,2011-02-05,Unemployed,F,0,Suburban,Single,82,0.0,28,0.0,1,Personal Auto,Personal L2,Offer1,Agent,590.4,Four-Door Car,Medsize,,2
221,221,UB51030,Washington,6582.450781,No,Basic,High School or Below,2011-02-15,Unemployed,F,0,Suburban,Single,62,3.0,44,0.0,2,Special Auto,Special L3,Offer1,Agent,297.6,Four-Door Car,Medsize,A,2
222,222,IN65727,Washington,2693.530229,No,Basic,Master,2011-01-15,Employed,F,63684,Suburban,Single,68,,87,,1,Personal Auto,Personal L3,Offer2,Agent,343.889585,Two-Door Car,Medsize,,1
223,223,IE36279,California,2844.849804,No,Basic,Bachelor,2011-02-06,Employed,M,80306,Suburban,Divorced,71,11.0,12,0.0,1,Corporate Auto,Corporate L1,Offer3,Call Center,340.8,Two-Door Car,Medsize,A,2
224,224,KL65897,California,6331.338496,No,Extended,Bachelor,2011-02-21,Unemployed,F,0,Rural,Married,87,3.0,82,0.0,3,Personal Auto,Personal L2,Offer1,Branch,94.714302,,,A,2
225,225,BT20606,Arizona,5837.528088,No,Basic,Doctor,2011-01-10,Employed,M,83308,Suburban,Married,73,,81,,7,Personal Auto,Personal L2,Offer3,Agent,419.471438,Four-Door Car,Medsize,A,1
226,226,VK57280,,4727.354548,,Basic,Bachelor,2011-01-03,Unemployed,M,0,Suburban,Single,72,23.0,7,0.0,3,Personal Auto,Personal L2,Offer2,Call Center,345.6,Four-Door Car,Medsize,,1
227,227,BW80872,Washington,4434.411172,No,Premium,High School or Below,2011-01-13,Employed,M,34549,Rural,Married,111,8.0,78,0.0,1,Personal Auto,Personal L2,Offer2,Web,125.933005,Four-Door Car,Medsize,A,1
228,228,XQ51968,California,5568.947534,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,0,Suburban,Single,79,21.0,53,1.0,7,Corporate Auto,Corporate L3,Offer1,Agent,407.440238,Two-Door Car,Medsize,,1
229,229,EP29567,Washington,7031.463693,No,Extended,Master,2011-01-24,Retired,M,16224,Suburban,Married,93,13.0,55,0.0,9,Corporate Auto,Corporate L1,Offer3,Web,498.452698,Four-Door Car,Medsize,A,1
230,230,AX70794,California,2449.31771,No,Basic,High School or Below,2011-02-04,Employed,M,47122,Suburban,Single,62,6.0,77,0.0,1,Personal Auto,Personal L2,Offer2,Branch,297.6,Two-Door Car,Medsize,A,2
231,231,NJ46849,Arizona,2504.444752,No,Basic,College,2011-01-09,Unemployed,M,0,Suburban,Single,69,23.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medsize,A,1
232,232,WH20102,California,9095.049868,Yes,Basic,College,2011-01-11,Employed,M,37937,Suburban,Married,116,11.0,42,0.0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,A,1
233,233,QO86948,Nevada,8071.65295,No,Basic,High School or Below,2011-02-18,Unemployed,M,0,Suburban,Single,112,3.0,84,0.0,7,Personal Auto,Personal L3,Offer1,Web,806.4,SUV,Small,A,2
234,234,DN14211,Oregon,15032.9003,No,Basic,College,2011-01-17,Medical Leave,M,17150,Suburban,Married,65,28.0,19,0.0,2,Personal Auto,Personal L2,Offer1,Agent,689.800891,Two-Door Car,Medsize,A,1
235,235,GL66847,Arizona,8256.2978,Yes,Basic,Bachelor,2011-01-25,Employed,F,62902,Rural,Married,69,14.0,94,0.0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize,,1
